model,price,transmission,mileage,fuelType,tax,mpg,engineSize,carAge
5,9.524786081697178,2,46206,0,145,55.4,3.0,7
9,9.647304147143718,1,64842,0,160,49.6,2.0,4
9,9.876373260044556,2,26856,0,145,55.4,2.0,3
2,9.471164990258082,1,44573,0,145,67.3,2.0,3
2,9.852088989450127,1,13490,2,145,54.3,1.5,3
9,9.581765987860823,1,55259,0,125,60.1,2.0,5
25,9.76984186766621,1,13506,2,145,47.1,1.8,3
5,9.510296805303351,1,52037,0,125,57.6,2.0,6
4,9.392495248213038,1,59773,0,30,60.1,2.0,7
0,9.200087995511831,1,40170,2,30,57.6,1.4,5
4,10.021181695352771,2,27792,0,145,65.7,2.0,3
5,9.595466709088816,2,57365,0,30,64.2,2.0,4
3,9.608982254736222,1,39824,0,20,70.6,2.0,4
9,9.581765987860823,2,74392,2,145,47.9,1.4,4
2,9.846123235146557,2,41225,0,145,61.4,2.0,3
8,9.902987427494446,2,10253,2,145,52.3,1.4,3
5,9.822277497110585,2,54928,0,125,56.5,3.0,4
11,10.238172478583245,2,67181,0,200,47.9,3.0,4
2,9.567874946326796,2,5322,2,30,58.9,1.4,5
2,9.648466262323895,1,31226,2,30,57.6,1.4,4
9,9.76984186766621,2,30738,2,145,47.9,1.4,4
10,9.841505760180247,1,42180,0,200,47.9,2.0,5
10,9.928082599391509,1,20274,0,200,47.9,2.0,5
0,9.258940041812245,1,41015,2,0,67.3,1.0,5
2,9.30546871706776,1,50573,2,20,60.1,1.4,6
9,9.792444253742804,1,15982,0,30,60.1,2.0,4
5,9.998706819117062,2,21789,0,145,61.4,2.0,3
25,9.615672137861335,1,44069,0,30,62.8,2.0,4
8,9.903387547535795,1,6612,0,145,49.6,1.6,1
2,9.670293665368417,1,22710,0,145,68.9,1.6,2
5,10.203406942652387,2,5894,0,145,56.5,2.0,2
10,9.87508807801443,2,58767,0,200,47.1,2.0,4
10,10.043032079974024,2,66000,0,235,42.8,3.0,5
9,9.876373260044556,2,24190,0,145,55.4,2.0,3
11,10.799269407778743,2,35800,0,145,39.2,4.0,2
2,9.468851067127684,1,40000,0,145,74.3,1.6,3
4,9.935470598389179,0,28000,0,20,67.3,2.0,3
10,10.255903439554476,2,21000,0,145,56.5,2.0,2
9,9.708080756193517,1,31000,0,30,60.1,2.0,4
3,9.648466262323895,1,62140,0,145,64.2,2.0,3
8,10.203518068168773,2,156,0,150,46.3,2.0,1
0,9.780754787153832,1,8396,2,150,50.4,1.0,1
9,9.798015919593894,2,23340,2,260,36.7,2.0,6
9,9.798015919593894,1,19331,0,125,57.7,2.0,3
10,10.477231635848291,2,10,2,145,32.1,2.0,1
9,9.723044230753946,1,32914,0,145,52.3,2.0,5
9,9.740850969058572,1,41910,0,145,52.3,2.0,4
2,9.825417897114205,2,27430,2,145,56.5,1.4,3
5,9.76984186766621,2,62000,0,30,61.4,2.0,4
10,9.878067175189218,1,29049,0,200,47.9,2.0,4
8,9.836171845251261,2,14974,0,145,68.9,1.6,2
3,9.602247315485496,1,30795,2,145,51.4,1.4,3
2,9.615672137861335,1,41049,0,20,65.7,2.0,4
2,9.567874946326796,1,29709,2,20,60.1,1.4,4
10,10.477231635848291,2,21,2,145,32.1,2.0,1
10,10.357679330734525,2,28,2,145,33.2,2.0,1
9,9.680218993408767,1,43734,0,145,52.3,2.0,5
10,10.308885991755306,2,42167,0,235,42.2,3.0,4
2,9.546669741249485,1,19048,2,20,60.1,1.0,4
4,9.740850969058572,2,65483,0,150,56.5,2.0,4
5,10.199435369404942,2,21343,0,150,50.4,2.0,1
3,9.863810735383229,1,20356,2,150,51.4,1.4,2
9,9.822819649468673,1,17067,2,145,49.6,1.4,4
2,9.502263438685219,1,26022,0,20,70.6,1.6,3
2,9.615672137861335,1,17666,2,20,60.1,1.4,3
2,9.952182474074887,2,13344,2,145,56.5,1.5,3
3,9.852088989450127,1,32997,0,145,67.3,2.0,3
0,9.417191926513414,1,23718,2,30,56.5,1.4,4
5,9.798015919593894,2,57525,0,235,44.8,3.0,6
10,9.680218993408767,2,43309,0,200,47.1,2.0,7
3,9.781206917827296,1,23669,2,145,52.3,1.4,2
9,9.680218993408767,1,31649,0,30,60.1,2.0,4
2,9.494767151707292,1,15056,2,125,53.3,1.4,4
8,9.925444719888171,1,4667,0,145,49.6,1.6,1
3,9.766751028962657,1,12000,0,145,70.6,2.0,3
8,9.927692241232945,2,11489,2,145,52.3,1.4,2
8,10.144235237798695,1,7801,0,145,46.3,1.6,1
0,9.982483558762626,1,4467,2,150,46.3,1.5,1
4,9.740380214665977,2,43605,2,300,34.9,3.0,6
9,9.229162126216771,1,69884,0,145,54.3,2.0,7
9,9.877708099548641,1,27428,0,145,56.5,2.0,3
0,9.167224080902555,1,42391,0,0,76.3,1.6,4
2,9.740850969058572,2,32002,0,30,61.4,2.0,4
8,9.698797679880165,1,24654,0,30,64.2,1.6,3
2,9.392495248213038,1,31952,0,0,83.1,1.6,4
5,9.76984186766621,1,38431,0,30,61.4,2.0,5
10,9.903387547535795,1,34189,0,200,47.9,2.0,4
3,9.567874946326796,1,57161,0,20,70.6,2.0,3
3,9.648466262323895,1,46147,0,145,70.6,2.0,3
0,9.158836529109067,1,48889,0,0,76.3,1.6,4
5,9.29807648628027,1,80050,0,125,57.6,2.0,6
0,9.485696794737327,1,22225,2,30,56.5,1.4,4
14,10.274740715974103,2,28083,2,300,34.9,2.5,4
9,10.071118393920079,2,19000,2,145,45.6,1.4,2
8,9.897871813750493,2,6837,0,145,47.9,1.6,1
9,9.786391780659882,2,24020,2,145,47.9,1.4,4
7,10.487098846027767,2,32066,2,145,30.1,4.0,3
9,9.679718805828,1,25647,0,30,62.8,2.0,4
11,10.714195521835219,2,10342,0,145,33.2,3.0,1
9,9.546098067659527,1,27632,2,125,50.4,1.4,5
5,9.740380214665977,1,35421,0,30,64.2,2.0,4
9,9.69830670159609,1,38578,2,145,49.6,1.4,4
8,10.018778596870863,1,4462,0,150,49.6,1.6,1
0,9.989206427938665,2,5304,2,145,40.9,2.0,1
8,9.975342989636555,1,3505,2,145,47.1,1.0,1
11,10.809525907945932,2,30262,0,145,39.2,4.0,3
8,9.82498532438117,1,10044,2,145,52.3,1.4,3
11,10.941818910319308,0,4000,0,145,33.2,3.0,1
8,9.892932038596612,1,3047,0,145,49.6,1.6,1
9,9.905485555198801,2,23166,2,145,47.9,1.4,3
3,9.810823867672708,1,17450,0,145,67.3,2.0,3
9,9.79757132694458,1,30949,0,30,61.4,2.0,3
0,9.349667437197281,1,34003,2,0,67.3,1.0,3
3,9.61547209118311,1,30578,0,0,74.3,2.0,4
9,9.710994440420677,1,28129,0,125,60.1,2.0,5
3,9.648466262323895,2,51875,0,20,70.6,2.0,3
2,9.698797679880165,1,33279,2,30,60.1,1.4,4
9,9.81454704323948,2,31695,0,160,51.4,2.0,5
8,9.79757132694458,1,12300,2,145,52.3,1.4,3
3,9.647949933410914,1,21541,0,145,74.3,2.0,3
8,9.989206427938665,2,10200,2,145,52.3,1.4,2
2,9.998343083548807,1,5843,0,145,55.4,2.0,1
9,10.08539235583374,2,23800,2,145,48.7,1.4,2
5,9.940301525658844,2,21000,0,145,64.2,2.0,2
9,10.199435369404942,1,1500,0,145,42.8,2.0,1
8,9.952230096524119,1,5000,2,145,47.1,1.0,1
10,10.757881603870102,2,5000,0,145,36.2,2.0,1
9,9.85166780380633,2,30245,0,165,50.4,2.0,4
2,9.546741177474825,2,28307,0,20,72.4,1.6,4
10,9.608310798322087,1,60173,0,205,47.9,2.0,6
2,9.345220854170002,1,30126,0,20,68.9,2.0,6
6,9.791885375954825,2,42687,0,150,54.3,3.0,5
5,10.680286305591684,2,8567,0,150,36.2,3.0,1
0,9.489637387893524,1,16252,2,30,55.4,1.4,3
0,9.147400572202308,1,36478,2,125,52.3,1.4,6
25,9.740380214665977,1,25414,2,150,47.9,2.0,6
2,9.608982254736222,1,45009,0,20,67.3,2.0,5
2,9.449199779730396,1,41442,2,125,53.3,1.4,7
10,10.021181695352771,2,75960,0,235,42.8,3.0,5
9,9.349928386183237,1,61278,0,145,54.3,2.0,7
4,10.235951767759802,0,1500,2,145,39.8,2.0,1
4,10.199435369404942,0,1500,2,145,39.8,2.0,1
9,10.369985042452576,0,4000,0,145,47.1,2.0,1
4,10.122141038577473,0,5335,2,145,39.8,2.0,1
11,10.905772477577145,0,10500,0,145,32.1,3.0,1
9,9.951801412814678,2,24000,2,200,40.4,2.0,5
11,10.714395546283317,0,7650,0,145,32.8,3.0,2
0,9.538780436900131,1,16327,2,30,56.5,1.4,4
9,9.740380214665977,2,42583,0,150,51.4,2.0,4
8,9.91788343281986,1,18323,2,150,50.4,1.4,2
11,10.334945240918547,2,14727,0,160,48.7,3.0,4
5,9.85166780380633,2,50687,0,145,56.5,2.0,4
8,9.875293818165346,2,14575,2,145,54.3,1.4,3
0,9.673319386284954,1,22148,2,200,40.4,2.0,5
0,9.878067175189218,1,13059,2,145,50.4,1.0,1
9,9.680218993408767,1,18419,2,125,50.4,1.4,4
5,9.740850969058572,2,38952,0,125,57.6,2.0,5
5,9.903387547535795,2,26157,0,125,56.5,3.0,4
10,10.689396213177384,2,21017,2,145,34.0,3.0,2
9,10.341419850781794,2,1845,2,145,31.4,2.0,1
0,9.902987427494446,1,4000,2,145,47.9,1.0,0
8,9.902987427494446,1,1500,2,145,47.1,1.0,1
10,9.852194258148577,1,23314,2,240,37.2,2.0,4
2,10.146002265529594,2,18478,2,145,43.5,2.0,2
4,9.647885373547759,1,37026,2,145,49.6,1.8,5
25,9.698245312357605,1,22688,2,145,47.1,1.8,4
2,10.029635504524139,2,28151,2,160,43.5,2.0,3
10,10.49096861519108,2,37624,2,145,34.0,3.0,3
5,10.064287505439836,2,9452,2,145,47.9,1.8,2
9,9.870447698457928,2,41887,0,145,55.4,2.0,3
11,10.714395546283317,0,16725,0,145,32.8,3.0,2
5,9.433323910489028,1,44219,0,30,62.8,2.0,6
4,9.928082599391509,2,46512,2,260,35.8,3.0,4
0,9.332380997885208,1,43512,2,30,56.5,1.4,5
4,9.99415058743337,2,23572,0,145,70.6,2.0,3
9,9.798015919593894,1,25719,0,160,49.6,2.0,5
5,9.86775674258033,2,32951,0,30,58.9,2.0,4
8,9.878067175189218,1,10556,2,145,42.8,1.5,1
5,9.903387547535795,2,29067,0,30,61.4,2.0,4
0,9.268420583052707,1,26300,0,0,80.7,1.6,5
0,9.993693820422276,2,3500,2,145,44.8,1.5,0
0,10.011893426379915,2,402,2,145,44.8,1.5,0
2,9.047586120674756,1,58867,2,125,53.3,1.4,7
3,9.615672137861335,1,33303,0,20,72.4,2.0,4
0,9.323669057283185,1,29819,2,0,67.3,1.0,4
10,10.085725772524334,2,35520,0,260,41.5,3.0,5
10,9.47231994707559,1,55292,0,205,47.9,2.0,6
3,9.538780436900131,1,30266,2,125,53.3,1.4,3
9,9.902987427494446,1,22465,0,150,56.5,2.0,2
2,9.822494393326597,1,18541,2,30,60.1,1.4,3
8,9.897871813750493,2,37125,2,125,52.3,1.4,3
8,10.018778596870863,2,18258,2,150,52.3,1.4,2
0,9.428993858017527,1,16438,2,150,57.6,1.4,3
10,9.76984186766621,1,51962,0,200,47.9,2.0,5
0,9.457044187699406,1,26811,2,30,58.9,1.4,5
4,9.710994440420677,1,68996,0,30,64.2,2.0,3
10,10.257589188355734,2,46843,0,235,42.2,3.0,4
5,9.710994440420677,1,62668,0,30,61.4,2.0,4
25,9.72016549540859,1,33000,2,160,46.3,2.0,4
25,9.710509415553645,1,40601,0,30,61.4,2.0,4
5,9.862144589001746,2,43000,0,30,61.4,2.0,3
2,9.755567422459507,1,23694,2,145,60.1,1.4,3
2,9.85166780380633,1,21130,0,145,65.7,2.0,3
10,10.819578264407616,0,6000,0,145,34.5,3.0,1
0,9.846282078765348,0,4000,2,145,46.3,1.0,1
9,10.203555107263542,2,6500,0,145,48.7,2.0,1
13,11.76756768334381,2,4000,2,145,21.4,5.2,1
0,10.038368034729945,2,4000,2,145,44.8,1.5,0
10,10.746131744241984,2,3500,1,135,117.7,2.0,0
8,9.769384568012647,1,7898,2,125,52.3,1.4,3
0,9.877656792501606,1,1500,2,145,48.7,1.0,0
8,9.927692241232945,1,4653,2,145,50.4,1.4,3
8,9.79757132694458,1,18365,2,145,52.3,1.4,3
2,9.546455401949554,2,45300,0,125,58.9,2.0,5
9,9.927936232938437,1,20250,0,145,54.3,2.0,3
2,9.79757132694458,2,25335,2,30,56.5,1.4,3
5,10.2396025825095,0,22631,0,145,50.4,3.0,3
9,9.395989718862811,2,56601,0,200,47.9,2.0,6
4,9.25339986143663,1,50124,0,30,61.4,2.0,7
9,9.532278933106054,1,26782,2,235,38.7,2.0,6
9,9.567874946326796,1,38430,0,145,56.5,2.0,5
8,9.937792356228119,1,8642,2,145,50.4,1.4,3
3,10.126551100650167,2,12482,2,145,38.2,2.0,1
3,10.126551100650167,2,9880,2,145,38.2,2.0,1
3,9.740850969058572,1,4734,2,145,52.3,1.4,3
3,9.680218993408767,1,34581,0,30,67.3,2.0,4
3,9.893336201479753,1,13798,2,145,51.4,1.4,2
5,9.952182474074887,2,31232,0,150,58.9,2.0,3
9,9.878067175189218,1,20110,2,145,51.4,1.4,3
10,9.888272386729648,1,39056,0,200,47.9,2.0,5
9,9.546669741249485,1,36964,0,30,61.4,2.0,5
3,9.13755460225053,1,72011,0,30,64.2,2.0,7
5,9.893336201479753,2,12623,0,150,64.2,2.0,3
4,10.077020603297003,2,29668,2,145,45.6,2.0,3
9,9.90323752128092,2,26540,2,205,40.4,2.0,5
3,9.209840246934501,1,67054,0,30,61.4,2.0,6
3,9.433083843269053,2,51000,0,150,53.3,2.0,7
0,9.258654232254733,1,43000,2,0,67.3,1.0,4
2,9.472550778454295,1,66088,0,20,67.3,2.0,5
0,9.559587800086119,1,58223,2,235,39.8,2.0,5
7,9.864226838582825,0,35361,0,200,48.7,3.0,5
3,9.683464128558162,1,25276,0,30,67.3,2.0,4
3,9.93740577073959,2,13000,0,145,62.8,2.0,3
3,9.85166780380633,0,22467,2,145,50.4,2.0,3
3,10.184522582266116,2,9461,0,145,47.9,2.0,1
2,9.947025854550612,2,12930,2,145,42.2,1.5,1
5,10.455934850992938,2,774,0,145,39.8,3.0,1
5,10.106020149946213,2,39507,0,160,50.4,3.0,4
0,9.328123407632566,1,52539,2,30,55.4,1.4,5
0,9.046644279305394,1,56884,2,125,52.3,1.4,7
25,9.665420700626543,1,22883,2,160,46.3,1.8,4
3,9.81454704323948,1,24523,0,30,67.3,2.0,3
9,9.836171845251261,1,22195,2,145,49.6,1.4,3
3,9.758346166866458,1,13972,2,145,52.3,1.4,2
9,9.76984186766621,1,29602,0,145,52.3,2.0,4
10,9.825417897114205,2,48603,0,200,47.1,2.0,5
3,9.710994440420677,1,12882,2,145,52.3,1.4,3
10,10.22186855373718,2,65145,0,235,42.2,3.0,3
10,10.463046195981693,2,35,2,145,32.1,2.0,1
3,9.710994440420677,1,19934,2,145,52.3,1.4,2
8,10.06236987759632,1,5624,2,145,43.5,1.5,1
25,10.400863128577715,0,4550,2,145,37.2,2.0,1
5,9.708080756193517,2,44887,0,20,64.2,2.0,4
9,10.48815825675999,2,1856,0,145,45.6,2.0,1
9,9.798015919593894,2,30837,0,160,50.4,2.0,5
5,9.975715186533009,2,32383,0,145,61.4,2.0,2
10,9.903387547535795,2,32424,0,200,47.1,2.0,5
3,9.798015919593894,1,21177,2,145,51.4,1.4,3
2,9.502636781978708,1,38000,2,145,60.1,1.4,3
2,9.392245175273795,0,26600,2,20,60.1,1.4,6
2,9.952039593118293,2,9975,2,145,47.9,2.0,3
2,9.258940041812245,1,68294,0,0,74.3,1.6,4
9,9.581765987860823,1,29744,0,30,61.4,2.0,4
25,9.615672137861335,1,41319,0,20,67.3,2.0,5
5,9.903387547535795,2,29738,0,30,61.4,2.0,4
2,9.239704980606087,1,67959,0,0,74.3,1.6,4
9,9.825417897114205,2,17013,2,145,47.9,1.4,3
0,9.169518377455928,2,58573,2,125,53.3,1.4,7
5,9.615672137861335,2,54813,0,30,64.2,2.0,4
3,9.86775674258033,1,14290,2,145,51.4,1.4,3
3,9.852088989450127,1,20298,2,145,51.4,1.4,2
5,9.830809327038143,2,38967,0,125,58.9,2.0,5
0,9.332380997885208,1,39021,2,30,55.4,1.4,4
5,9.581559041355757,2,57842,0,30,61.4,2.0,6
3,9.433083843269053,0,45582,2,200,40.4,2.0,7
8,9.758172721371269,1,16047,2,145,47.1,1.0,1
4,9.433083843269053,1,44980,0,145,55.4,2.0,6
4,9.47231994707559,1,41667,2,145,48.7,1.8,5
10,10.239638308916676,2,24441,0,145,48.7,3.0,2
5,9.433323910489028,1,68180,0,30,62.8,2.0,6
3,9.510296805303351,1,30090,2,125,53.3,1.4,4
4,9.86775674258033,1,17272,0,125,57.6,2.0,4
5,9.825417897114205,2,53832,0,30,61.4,2.0,4
3,9.546669741249485,2,47791,0,0,72.4,2.0,4
5,9.928082599391509,2,30451,0,200,47.1,3.0,4
4,10.085725772524334,2,14991,0,160,50.4,2.0,4
3,9.781206917827296,1,32512,0,30,67.3,2.0,3
3,9.510296805303351,1,47350,0,20,70.6,2.0,4
2,9.30546871706776,1,53664,2,30,57.6,1.2,6
2,9.070848393157585,1,37123,0,20,72.4,1.6,4
4,9.667638628724365,2,41781,0,125,58.9,2.0,5
3,9.740850969058572,1,34870,2,145,51.4,1.4,3
6,9.903387547535795,2,40473,0,235,44.8,3.0,6
3,9.975715186533009,2,16473,2,145,49.6,1.4,2
2,9.973479924356162,0,3690,2,145,44.8,1.5,1
2,9.897871813750493,1,6161,0,145,56.5,2.0,1
11,10.341677965256997,2,52793,0,200,47.9,3.0,4
10,10.482849943789454,2,15,2,145,32.1,2.0,1
2,9.903387547535795,2,20239,0,145,56.5,2.0,3
10,10.364008866392371,2,74,2,145,33.2,2.0,1
6,10.051821347041821,2,30150,0,145,62.8,3.0,3
2,9.546669741249485,1,56457,0,20,67.3,2.0,4
3,9.740674462130217,1,41443,0,30,67.3,2.0,4
3,9.998706819117062,2,10533,2,145,49.6,1.4,3
3,9.942612107220178,2,13611,2,145,50.4,1.4,3
5,9.993328256535918,2,15559,0,150,56.5,2.0,4
8,9.70747266861017,1,18882,2,150,55.4,1.0,3
9,9.852194258148577,1,18698,2,145,49.6,1.4,3
2,9.680344001221918,1,16837,2,20,60.1,1.4,4
0,9.85166780380633,1,2903,2,150,51.4,1.0,1
8,9.935470598389179,2,18745,2,150,52.3,1.4,3
0,9.989206427938665,2,4454,2,150,40.9,2.0,1
0,9.973200164947428,2,6295,2,145,40.9,2.0,1
5,9.998706819117062,2,22456,0,145,61.4,2.0,3
3,9.798015919593894,1,25922,2,145,50.4,1.4,2
9,9.740850969058572,1,23960,0,145,52.3,2.0,5
3,9.989573501449257,2,11040,2,145,49.6,1.4,2
3,9.928082599391509,2,15987,2,150,50.4,1.4,2
2,9.510074525452104,1,12396,2,20,60.1,1.0,3
2,9.349667437197281,1,51870,2,20,62.8,1.4,3
0,9.209840246934501,1,28790,2,0,67.3,1.0,4
5,9.546455401949554,1,47000,0,30,65.7,2.0,3
5,9.392245175273795,1,37300,0,30,65.7,2.0,5
9,9.877913301416697,1,18972,0,145,56.5,2.0,3
3,9.546455401949554,2,70580,0,145,70.6,2.0,3
4,10.034296492647542,2,21993,0,145,62.8,2.0,2
2,9.648272670221848,1,49471,0,145,65.7,2.0,3
3,9.581559041355757,1,66000,0,30,67.3,2.0,4
3,9.726153537253213,2,50715,0,30,65.7,2.0,4
4,9.925738161470948,1,12978,2,145,49.6,2.0,3
5,10.221941283654663,2,7825,0,145,50.4,2.0,2
2,10.066243953835242,2,12863,2,145,41.5,1.5,1
2,9.969930509084842,0,14520,2,145,41.5,1.5,1
2,10.061046702637492,2,12971,2,145,41.5,1.5,1
0,9.985712492791798,2,2942,2,145,47.1,1.0,1
10,10.657259354912508,2,7566,2,145,34.0,3.0,2
11,10.680516217076775,2,2977,0,145,33.2,3.0,1
2,9.973479924356162,1,7315,0,145,55.4,2.0,1
0,10.161534819858218,2,14,2,145,40.4,2.0,1
2,9.72016549540859,2,14712,2,30,57.6,1.4,3
8,9.66997795897274,1,25483,2,30,55.4,1.0,3
3,9.890908770329268,2,9806,2,30,53.3,2.0,3
0,9.875293818165346,1,4000,2,145,49.6,1.0,0
8,10.165467127635536,1,1500,2,145,43.5,1.5,0
3,10.165467127635536,2,1500,2,145,42.8,2.0,0
5,10.338123037944072,0,9350,0,145,47.9,2.0,1
25,10.184900011974314,1,3890,2,145,39.8,2.0,1
5,10.689396213177384,2,8735,0,145,37.7,3.0,1
9,9.680031452383618,1,22515,2,125,50.4,1.4,4
3,9.664278133535126,2,57828,0,30,65.7,2.0,4
3,9.740674462130217,0,21641,2,145,51.4,1.4,3
2,9.532061486651386,1,18454,0,145,70.6,1.6,3
2,9.441055188786711,2,36633,2,20,62.8,1.0,3
25,9.507106063161006,1,39511,0,145,53.3,2.0,7
5,9.567665104756411,1,35047,0,30,65.7,2.0,4
9,9.546455401949554,2,58406,2,145,47.9,1.4,4
9,9.764225485202621,1,21331,0,145,52.3,2.0,4
9,9.786953736280177,1,14707,2,125,51.4,1.4,3
0,9.39182824802156,1,27706,2,30,55.4,1.4,4
2,9.491752831414368,1,30928,0,20,67.3,2.0,4
5,9.915910072534686,2,41272,0,145,61.4,2.0,3
11,10.896554123212333,2,30427,0,145,39.2,4.0,3
0,9.897871813750493,1,3334,2,145,47.9,1.0,1
8,10.096171896365629,2,2091,0,145,47.9,1.6,1
8,10.136581434703507,1,2683,2,145,43.5,1.5,1
8,10.271181562957294,2,2311,2,145,42.2,1.5,1
8,10.26430390897541,2,1910,2,145,42.2,1.5,1
2,9.877656792501606,1,2492,2,145,49.6,1.0,1
0,9.199784858036667,1,75189,0,0,80.7,1.6,4
9,9.654705629041903,1,52804,0,30,60.1,2.0,4
2,9.349667437197281,1,55545,0,20,70.6,1.6,4
2,9.392245175273795,1,68643,0,0,74.3,1.6,3
5,9.79784922051313,2,58836,0,30,61.4,2.0,4
2,9.1689974084418,1,71335,0,0,74.3,1.6,5
5,9.648272670221848,2,57173,0,20,64.2,2.0,4
9,9.781037392779563,2,46862,0,145,55.4,2.0,3
0,9.249080200292113,1,53440,0,0,80.7,1.6,4
0,9.258654232254733,1,45954,0,0,80.7,1.6,4
9,9.875345246589848,2,25234,0,145,55.4,2.0,3
9,9.670609272125022,1,22270,2,125,50.4,1.4,4
10,10.043032079974024,2,19273,0,200,47.1,2.0,4
4,10.106224294072675,0,40929,0,145,58.9,3.0,2
8,9.89822372286103,0,13144,2,145,54.3,1.4,2
9,9.79784922051313,1,18998,2,145,51.4,1.4,3
14,10.274533733773833,0,15016,2,300,34.9,2.5,5
2,10.085600754292345,1,1560,0,145,55.4,2.0,0
5,9.740674462130217,2,36273,0,30,61.4,2.0,4
5,9.952039593118293,0,27304,0,145,64.2,2.0,2
12,11.2630271763472,0,3011,0,145,32.8,3.0,1
8,9.86526633971593,1,804,2,145,47.1,1.0,1
10,10.50353211483375,2,5429,0,145,38.2,2.0,1
2,9.851931065621725,1,5864,2,145,47.1,1.0,2
2,9.524786081697178,1,26413,2,20,60.1,1.0,3
5,10.545315122572783,0,2234,2,145,34.0,2.0,0
5,10.283634852660002,0,10055,0,145,47.9,2.0,1
8,9.679718805828,1,35624,0,30,64.2,1.6,4
5,10.043032079974024,2,65866,2,325,30.7,4.0,5
25,10.146237633489257,2,10018,2,145,42.8,2.0,2
25,9.740380214665977,2,23026,2,200,42.2,2.0,5
4,9.47231994707559,2,83468,0,150,53.3,2.0,6
0,9.47231994707559,1,30123,2,30,56.5,1.4,4
2,9.456418894572888,1,38341,2,125,52.3,1.4,4
3,9.61547209118311,2,41000,0,0,72.4,2.0,3
8,9.632334782035558,1,42755,0,30,64.2,1.6,3
0,10.042814617757227,2,1192,2,145,44.8,1.5,0
8,10.104303691966248,1,3371,2,145,43.5,1.5,1
0,9.920541307101956,1,2853,2,145,47.9,1.0,1
10,10.896554123212333,2,5480,0,145,34.5,3.0,0
0,9.897871813750493,1,3927,2,145,47.9,1.0,1
8,10.038455412946613,1,3479,2,145,44.8,1.5,1
17,10.858902839094332,2,11484,2,325,29.4,4.0,5
0,9.375430991841775,1,27444,0,0,76.3,1.6,3
3,10.02791513091118,2,16249,2,145,50.4,2.0,2
0,9.491752831414368,1,10417,2,0,67.3,1.0,3
8,9.964112174352563,2,14935,2,145,52.3,1.4,3
2,9.998797732340453,0,9057,0,145,53.3,1.6,1
3,10.325481962595504,0,4250,0,145,44.8,2.0,1
9,10.271181562957294,1,2774,2,145,41.5,1.5,1
3,10.373491181781864,2,3076,0,145,44.1,2.0,1
13,10.778852117797637,1,19834,2,570,19.6,4.2,7
2,9.179365567676752,1,59200,0,0,74.3,1.6,5
10,10.021048341275273,2,25721,0,200,47.1,2.0,4
2,10.274878680310541,2,9087,2,145,43.5,2.0,2
5,9.769670404801788,2,31000,0,20,64.2,2.0,4
5,9.510074525452104,1,35921,0,30,65.7,2.0,5
4,9.66459564425378,0,59886,2,160,44.1,1.8,5
4,10.0190458931704,2,16471,2,30,53.3,2.0,3
4,9.890908770329268,1,20184,0,30,64.2,2.0,3
10,10.062625773874425,2,53646,0,235,42.8,3.0,5
3,9.66459564425378,1,22077,2,145,52.3,1.4,3
8,9.875602349046593,1,17000,2,145,50.4,1.4,3
4,10.064330077652958,2,20891,0,125,60.1,3.0,3
25,9.708080756193517,2,43000,2,205,42.8,2.0,5
9,9.349667437197281,1,75848,0,165,49.6,2.0,6
5,9.99857043378282,2,21883,0,145,61.4,2.0,3
9,10.021048341275273,2,25374,2,145,48.7,1.4,2
5,9.61547209118311,2,77352,0,30,64.2,2.0,5
2,9.851931065621725,1,12350,2,145,54.3,1.5,2
4,10.043032079974024,0,14847,2,260,35.8,3.0,4
5,9.740674462130217,2,32235,0,30,64.2,2.0,5
11,9.79784922051313,2,82890,0,300,38.2,3.0,7
0,9.209840246934501,1,48000,2,125,53.3,1.4,7
0,9.47231994707559,1,21662,2,30,56.5,1.4,4
7,9.786391780659882,0,48399,0,200,47.1,3.0,6
2,9.375006993531416,1,29813,0,0,74.3,1.6,4
3,9.509703949201802,1,91212,0,30,64.2,2.0,3
2,9.345745008982385,0,61400,2,125,50.4,1.8,7
3,9.679718805828,1,30625,0,30,67.3,2.0,4
2,9.340491056441229,2,48194,0,20,70.6,1.6,5
8,9.902987427494446,2,18887,2,125,52.3,1.4,3
6,10.08539235583374,2,16236,0,145,61.4,3.0,3
2,9.2093398716426,1,61443,0,20,70.6,1.6,5
4,9.902987427494446,2,51243,0,30,62.8,2.0,3
8,9.830648006359171,1,4686,2,145,47.1,1.0,1
0,9.510074525452104,2,1643,2,145,64.2,1.0,2
2,9.383873422737057,1,28334,2,150,62.8,1.0,3
9,9.79784922051313,2,15916,2,150,47.9,1.4,3
3,9.701983176325399,1,65285,0,20,67.3,2.0,5
3,9.632334782035558,1,59000,0,30,67.3,2.0,3
3,9.448569560708433,1,57729,0,30,61.4,2.0,5
0,9.022805248129341,1,68037,2,125,53.3,1.4,6
10,10.020826044953361,2,46186,0,265,41.5,3.0,6
2,9.209840246934501,1,49379,0,20,70.6,1.6,4
3,9.510074525452104,1,1800,0,30,65.7,2.0,5
4,9.28266103355581,1,39000,2,150,49.6,1.8,7
10,9.890908770329268,2,48269,0,200,47.1,2.0,4
2,9.0595174822416,1,73722,2,30,57.6,1.2,6
3,9.392661928770137,2,83984,0,20,70.6,2.0,4
0,9.159047077588632,1,74901,2,30,55.4,1.4,5
3,9.567665104756411,2,33319,0,0,72.4,2.0,4
11,10.736201004154935,2,28,0,145,33.2,3.0,1
3,10.20322170601205,2,8900,0,145,50.4,2.0,1
